id,business_description,domain_suggestions,business_type,complexity,is_edge_case,num_suggestions,keywords,city,instruction_format,edge_case_category
787,"We are a expert real estate agency in San Antonio specializing in first-time buyers, with a focus on customer satisfaction and quality service","['housely.com', 'realexpert.com', 'sanantonioexpe.com', 'antoniosanantonio.net']",real_estate_agency,complex,False,4,"['expert', 'real', 'estate', 'agency', 'san', 'antonio', 'specializing', 'first', 'time', 'buyers', 'focus', 'customer', 'satisfaction', 'quality', 'service']",San Antonio,"Generate domain name suggestions for the following business:

Business: We are a expert real estate agency in San Antonio specializing in first-time buyers, with a focus on customer satisfaction and quality service

Domain suggestions:
- housely.com
- realexpert.com
- sanantonioexpe.com
- antoniosanantonio.net",
1,corporate accounting firm in suburban,"['suburbantax.com', 'acc.com', 'financialtaxbooks.com', 'accountingaccountingfirm.com', 'corp11.net', 'hubfina.com']",accounting_firm,medium,False,6,"['corporate', 'accounting', 'firm', 'suburban']",New York,"Generate domain name suggestions for the following business:

Business: corporate accounting firm in suburban

Domain suggestions:
- suburbantax.com
- acc.com
- financialtaxbooks.com
- accountingaccountingfirm.com
- corp11.net
- hubfina.com",
817,retail store specializing in furniture,"['specializingretailstore.com', 'fortworthspecializing.com', 'retail.co', 'shopmarket.com', 'specializingmarket.com', 'retailstorepro.com', 'retailfashion.net']",retail_store,medium,False,7,"['retail', 'store', 'specializing', 'furniture']",Fort Worth,"Generate domain name suggestions for the following business:

Business: retail store specializing in furniture

Domain suggestions:
- specializingretailstore.com
- fortworthspecializing.com
- retail.co
- shopmarket.com
- specializingmarket.com
- retailstorepro.com
- retailfashion.net",
359,marketing agency,"['marketingagencyco.com', 'marketingagencyhub.com', 'topagen.net', 'digitalbrand.com']",marketing_agency,simple,False,4,"['marketing', 'agency']",,"Generate domain name suggestions for the following business:

Business: marketing agency

Domain suggestions:
- marketingagencyco.com
- marketingagencyhub.com
- topagen.net
- digitalbrand.com",
641,management consulting firm in Austin,"['consultingfirmworks.com', 'austinsmart.net', 'topstrategy.com', 'austinsolutions.net', 'consultingfirmpro.com']",consulting_firm,medium,False,5,"['management', 'consulting', 'firm', 'austin']",Austin,"Generate domain name suggestions for the following business:

Business: management consulting firm in Austin

Domain suggestions:
- consultingfirmworks.com
- austinsmart.net
- topstrategy.com
- austinsolutions.net
- consultingfirmpro.com",
52,local veterinary clinic offering exotic pets services,"['animalcarepets.net', 'petslab.com', 'nashvilleloca.net', 'petofferingpets.com']",veterinary_clinic,medium,False,4,"['local', 'veterinary', 'clinic', 'offering', 'exotic', 'pets', 'services']",Nashville,"Generate domain name suggestions for the following business:

Business: local veterinary clinic offering exotic pets services

Domain suggestions:
- animalcarepets.net
- petslab.com
- nashvilleloca.net
- petofferingpets.com",
203,"We are a award-winning restaurant in San Antonio specializing in farm-to-table, committed to providing excellent farm-to-table services","['delicioussan.com', 'freshprovidingservices.com', 'tastefy.com', 'diningservicessan.com', 'providingaward.com', 'committedaward.com', 'excellentfreshkitchen.net']",restaurant,complex,False,7,"['award', 'winning', 'restaurant', 'san', 'antonio', 'specializing', 'farm', 'table', 'committed', 'providing', 'excellent', 'farm', 'table', 'services']",San Antonio,"Generate domain name suggestions for the following business:

Business: We are a award-winning restaurant in San Antonio specializing in farm-to-table, committed to providing excellent farm-to-table services

Domain suggestions:
- delicioussan.com
- freshprovidingservices.com
- tastefy.com
- diningservicessan.com
- providingaward.com
- committedaward.com
- excellentfreshkitchen.net",
790,local healthcare clinic offering family practice services,"['healthcareclinichealthcare.com', 'healthcareclinichub.org', 'healthcareclinicpro.com', 'care.com', 'healthcarephoenix.com', 'wellnessphoenix.com']",healthcare_clinic,medium,False,6,"['local', 'healthcare', 'clinic', 'offering', 'family', 'practice', 'services']",Phoenix,"Generate domain name suggestions for the following business:

Business: local healthcare clinic offering family practice services

Domain suggestions:
- healthcareclinichealthcare.com
- healthcareclinichub.org
- healthcareclinicpro.com
- care.com
- healthcarephoenix.com
- wellnessphoenix.com",
457,tech startup,"['platformclouddata.com', 'startup247.com', 'smartai.com', 'startupinnovationdigital.net', 'datadigitalstartup.com', 'innovationsmartdigital.com', 'techdatadigital.com']",tech_startup,simple,False,7,"['tech', 'startup']",,"Generate domain name suggestions for the following business:

Business: tech startup

Domain suggestions:
- platformclouddata.com
- startup247.com
- smartai.com
- startupinnovationdigital.net
- datadigitalstartup.com
- innovationsmartdigital.com
- techdatadigital.com",
edge_40,local establishment,"['local.com', 'localpro.com', 'bestlocal.com', 'establishment.com']",unknown,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: local establishment

Domain suggestions:
- local.com
- localpro.com
- bestlocal.com
- establishment.com",ambiguous_business
129,local dental practice offering family dentistry services,"['workssmil.com', 'serviceszone.co', 'expressoffering.net']",dental_practice,medium,False,3,"['local', 'dental', 'practice', 'offering', 'family', 'dentistry', 'services']",Jacksonville,"Generate domain name suggestions for the following business:

Business: local dental practice offering family dentistry services

Domain suggestions:
- workssmil.com
- serviceszone.co
- expressoffering.net",
717,"experienced orthodontics dental practice located in business district, San Diego, dedicated to meeting all your dental practice needs","['mypra.co', 'dentalsmileexperienced.com', 'sandiegosmil.com', 'quickdent.com', 'sandentalpractice.com']",dental_practice,complex,False,5,"['experienced', 'orthodontics', 'dental', 'practice', 'business', 'district', 'san', 'diego', 'dedicated', 'meeting', 'dental', 'practice', 'needs']",San Diego,"Generate domain name suggestions for the following business:

Business: experienced orthodontics dental practice located in business district, San Diego, dedicated to meeting all your dental practice needs

Domain suggestions:
- mypra.co
- dentalsmileexperienced.com
- sandiegosmil.com
- quickdent.com
- sandentalpractice.com",
edge_110,healthcare clinic specializing in integrated wellness,"['healthcare.com', 'healthcarepro.com', 'besthealthcare.com', 'clinic.com', 'clinicpro.com']",healthcare_clinic,edge_case,True,5,,,"Generate domain name suggestions for the following business:

Business: healthcare clinic specializing in integrated wellness

Domain suggestions:
- healthcare.com
- healthcarepro.com
- besthealthcare.com
- clinic.com
- clinicpro.com",industry_jargon
edge_126,company,"['company.com', 'companypro.com', 'bestcompany.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: company

Domain suggestions:
- company.com
- companypro.com
- bestcompany.com",ambiguous_business
489,law firm,"['groupadvocate.com', 'rightsattorneylaw.com', 'topattorn.com', 'rights13.co', 'justicecounselfirm.net', 'bestcoun.net', 'expressfirm.co']",law_firm,simple,False,7,"['law', 'firm']",,"Generate domain name suggestions for the following business:

Business: law firm

Domain suggestions:
- groupadvocate.com
- rightsattorneylaw.com
- topattorn.com
- rights13.co
- justicecounselfirm.net
- bestcoun.net
- expressfirm.co",
480,tech startup,"['topdigita.com', 'cloud.com', 'startupdatasolution.com', 'startuplocal.com', 'smartinnovation.com']",tech_startup,simple,False,5,"['tech', 'startup']",,"Generate domain name suggestions for the following business:

Business: tech startup

Domain suggestions:
- topdigita.com
- cloud.com
- startupdatasolution.com
- startuplocal.com
- smartinnovation.com",
167,quality photography studio offering wedding services in the community area of Austin,"['photographystudioplace.com', 'photographystudiopro.com', 'austincommunity.com', 'studiopro.com', 'photographystudioexpert.com', 'eliteoffering.com', 'austinphoto.com']",photography_studio,complex,False,7,"['quality', 'photography', 'studio', 'offering', 'wedding', 'services', 'community', 'austin']",Austin,"Generate domain name suggestions for the following business:

Business: quality photography studio offering wedding services in the community area of Austin

Domain suggestions:
- photographystudioplace.com
- photographystudiopro.com
- austincommunity.com
- studiopro.com
- photographystudioexpert.com
- eliteoffering.com
- austinphoto.com",
343,local landscaping offering residential services,"['lan77.com', '247landscaping.com', 'greenlandscapingoutdoor.com']",landscaping,medium,False,3,"['local', 'landscaping', 'offering', 'residential', 'services']",Charlotte,"Generate domain name suggestions for the following business:

Business: local landscaping offering residential services

Domain suggestions:
- lan77.com
- 247landscaping.com
- greenlandscapingoutdoor.com",
393,healthcare clinic,"['healthclinic.com', 'healthcareclinichub.com', 'healthcarehealth.net', 'medicallab.com', 'healthcareclinicwellness.com', 'familyhealthcareclinic.net']",healthcare_clinic,simple,False,6,"['healthcare', 'clinic']",,"Generate domain name suggestions for the following business:

Business: healthcare clinic

Domain suggestions:
- healthclinic.com
- healthcareclinichub.com
- healthcarehealth.net
- medicallab.com
- healthcareclinicwellness.com
- familyhealthcareclinic.net",
196,photography art gallery in old town,"['oldartgallery.com', 'smartexhi.com', 'pho37.com', 'elitetown.co', 'galleryphotography.com', 'bestold.com', 'creativecolumbus.com']",art_gallery,medium,False,7,"['photography', 'art', 'gallery', 'old', 'town']",Columbus,"Generate domain name suggestions for the following business:

Business: photography art gallery in old town

Domain suggestions:
- oldartgallery.com
- smartexhi.com
- pho37.com
- elitetown.co
- galleryphotography.com
- bestold.com
- creativecolumbus.com",
edge_107,餐厅,"['unknown.com', 'unknownpro.com', 'bestunknown.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: 餐厅

Domain suggestions:
- unknown.com
- unknownpro.com
- bestunknown.com",non_english_elements
682,"We are a convenient marketing agency in Columbus specializing in creative, dedicated to meeting all your marketing agency needs","['marketingdigital.com', 'bestdedicated.com', 'specializingneedscolumbus.com', 'marketingagencyexpert.com', 'needsagencybrand.com', 'agencyneeds.com']",marketing_agency,complex,False,6,"['convenient', 'marketing', 'agency', 'columbus', 'specializing', 'creative', 'dedicated', 'meeting', 'marketing', 'agency', 'needs']",Columbus,"Generate domain name suggestions for the following business:

Business: We are a convenient marketing agency in Columbus specializing in creative, dedicated to meeting all your marketing agency needs

Domain suggestions:
- marketingdigital.com
- bestdedicated.com
- specializingneedscolumbus.com
- marketingagencyexpert.com
- needsagencybrand.com
- agencyneeds.com",
145,"We are a reliable art gallery in San Antonio specializing in sculpture, serving the San Antonio area for over 24 years","['servingantoniogallery.com', 'sanprime.net', 'specializinghub.co', 'artio.co']",art_gallery,complex,False,4,"['reliable', 'art', 'gallery', 'san', 'antonio', 'specializing', 'sculpture', 'serving', 'san', 'antonio']",San Antonio,"Generate domain name suggestions for the following business:

Business: We are a reliable art gallery in San Antonio specializing in sculpture, serving the San Antonio area for over 24 years

Domain suggestions:
- servingantoniogallery.com
- sanprime.net
- specializinghub.co
- artio.co",
12,"established commercial photography studio located in suburban, Philadelphia, serving the Philadelphia area for over 17 years","['philadelphiaestablished.com', '247serv.com', 'procaptu.com', 'lensphiladelphia.com']",photography_studio,complex,False,4,"['established', 'commercial', 'photography', 'studio', 'suburban', 'philadelphia', 'serving', 'philadelphia']",Philadelphia,"Generate domain name suggestions for the following business:

Business: established commercial photography studio located in suburban, Philadelphia, serving the Philadelphia area for over 17 years

Domain suggestions:
- philadelphiaestablished.com
- 247serv.com
- procaptu.com
- lensphiladelphia.com",
293,restaurant specializing in seafood,"['deliciworks.io', 'tastefresh.net', 'flavorco.com', 'restaurantplus.com']",restaurant,medium,False,4,"['restaurant', 'specializing', 'seafood']",Baltimore,"Generate domain name suggestions for the following business:

Business: restaurant specializing in seafood

Domain suggestions:
- deliciworks.io
- tastefresh.net
- flavorco.com
- restaurantplus.com",
387,friendly retail store offering home goods services in the arts district area of New York,"['districtyorkshop.net', 'newyorkhome.com', 'store94.com', 'offeringservices.com', 'goodsmarket.com', 'outletsolutions.com']",retail_store,complex,False,6,"['friendly', 'retail', 'store', 'offering', 'home', 'goods', 'services', 'arts', 'district', 'new', 'york']",New York,"Generate domain name suggestions for the following business:

Business: friendly retail store offering home goods services in the arts district area of New York

Domain suggestions:
- districtyorkshop.net
- newyorkhome.com
- store94.com
- offeringservices.com
- goodsmarket.com
- outletsolutions.com",
761,family-owned catering offering corporate services in the midtown area of San Jose,"['procorp.com', 'midtownofferingsan.com', '247jose.net', 'cateringpro.com', 'eventownedoffering.com', 'myserv.com']",catering,complex,False,6,"['family', 'owned', 'catering', 'offering', 'corporate', 'services', 'midtown', 'san', 'jose']",San Jose,"Generate domain name suggestions for the following business:

Business: family-owned catering offering corporate services in the midtown area of San Jose

Domain suggestions:
- procorp.com
- midtownofferingsan.com
- 247jose.net
- cateringpro.com
- eventownedoffering.com
- myserv.com",
edge_77,AI-powered tech startup utilizing machine learning algorithms and blockchain technology,"['powered.com', 'poweredpro.com', 'bestpowered.com']",tech_startup,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: AI-powered tech startup utilizing machine learning algorithms and blockchain technology

Domain suggestions:
- powered.com
- poweredpro.com
- bestpowered.com",technical_jargon
edge_56,restaurant specializing in molecular gastronomy,"['restaurant.com', 'restaurantpro.com', 'bestrestaurant.com', 'specializing.com']",restaurant,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: restaurant specializing in molecular gastronomy

Domain suggestions:
- restaurant.com
- restaurantpro.com
- bestrestaurant.com
- specializing.com",industry_jargon
edge_129,"Established bookstore offering premium independent services, expert used books solutions, and specialized academic consulting for businesses and individuals throughout Austin and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations","['established.com', 'establishedpro.com', 'bestestablished.com']",bookstore,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: Established bookstore offering premium independent services, expert used books solutions, and specialized academic consulting for businesses and individuals throughout Austin and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations

Domain suggestions:
- established.com
- establishedpro.com
- bestestablished.com",excessive_descriptions
edge_22,"Established bookstore offering premium specialty services, expert used books solutions, and specialized used books consulting for businesses and individuals throughout Houston and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations","['established.com', 'establishedpro.com', 'bestestablished.com']",bookstore,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: Established bookstore offering premium specialty services, expert used books solutions, and specialized used books consulting for businesses and individuals throughout Houston and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations

Domain suggestions:
- established.com
- establishedpro.com
- bestestablished.com",excessive_descriptions
edge_13,cleaning service #1,"['cleaning.com', 'cleaningpro.com']",cleaning_service,edge_case,True,2,,,"Generate domain name suggestions for the following business:

Business: cleaning service #1

Domain suggestions:
- cleaning.com
- cleaningpro.com",unusual_characters
540,expert real estate agency offering commercial services in the midtown area of Indianapolis,"['midto9.com', 'realestateagencyindianapolis.com', 'offeringestateexpert.com', 'investexpert.org', 'houserealestatemarket.com', 'plusproperty.com']",real_estate_agency,complex,False,6,"['expert', 'real', 'estate', 'agency', 'offering', 'commercial', 'services', 'midtown', 'indianapolis']",Indianapolis,"Generate domain name suggestions for the following business:

Business: expert real estate agency offering commercial services in the midtown area of Indianapolis

Domain suggestions:
- midto9.com
- realestateagencyindianapolis.com
- offeringestateexpert.com
- investexpert.org
- houserealestatemarket.com
- plusproperty.com",
652,bookstore,"['bookstoreread.com', 'knowledgebookstoreread.com', 'read247.net', 'bookstoreliterature.com']",bookstore,simple,False,4,['bookstore'],,"Generate domain name suggestions for the following business:

Business: bookstore

Domain suggestions:
- bookstoreread.com
- knowledgebookstoreread.com
- read247.net
- bookstoreliterature.com",
596,quality healthcare clinic offering pediatric services in the uptown area of Baltimore,"['workspedi.com', 'medicalbaltimore.org', 'familyservices.org']",healthcare_clinic,complex,False,3,"['quality', 'healthcare', 'clinic', 'offering', 'pediatric', 'services', 'uptown', 'baltimore']",Baltimore,"Generate domain name suggestions for the following business:

Business: quality healthcare clinic offering pediatric services in the uptown area of Baltimore

Domain suggestions:
- workspedi.com
- medicalbaltimore.org
- familyservices.org",
edge_39,IoT-integrated consulting firm leveraging big data analytics and edge computing,"['iot.com', 'iotpro.com', 'bestiot.com', 'integrated.com']",consulting_firm,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: IoT-integrated consulting firm leveraging big data analytics and edge computing

Domain suggestions:
- iot.com
- iotpro.com
- bestiot.com
- integrated.com",technical_jargon
138,"We are a reliable fitness center in Jacksonville specializing in boxing, serving the Jacksonville area for over 20 years","['centerco.net', 'fitnessboxingfit.com', 'groupstro.net', 'servingreliablefitness.com', '247well.com']",fitness_center,complex,False,5,"['reliable', 'fitness', 'center', 'jacksonville', 'specializing', 'boxing', 'serving', 'jacksonville']",Jacksonville,"Generate domain name suggestions for the following business:

Business: We are a reliable fitness center in Jacksonville specializing in boxing, serving the Jacksonville area for over 20 years

Domain suggestions:
- centerco.net
- fitnessboxingfit.com
- groupstro.net
- servingreliablefitness.com
- 247well.com",
edge_146,law firm specializing in transactional law,"['law.com', 'lawpro.com', 'bestlaw.com', 'firm.com', 'firmpro.com']",law_firm,edge_case,True,5,,,"Generate domain name suggestions for the following business:

Business: law firm specializing in transactional law

Domain suggestions:
- law.com
- lawpro.com
- bestlaw.com
- firm.com
- firmpro.com",industry_jargon
239,"quality creative marketing agency located in arts district, Baltimore, committed to providing excellent creative services","['agency34.com', 'excellentarts.com', 'agencyio.com', 'artscreative.net', 'committedmarketing.org', 'excelio.co', 'districtbaltimore.org']",marketing_agency,complex,False,7,"['quality', 'creative', 'marketing', 'agency', 'arts', 'district', 'baltimore', 'committed', 'providing', 'excellent', 'creative', 'services']",Baltimore,"Generate domain name suggestions for the following business:

Business: quality creative marketing agency located in arts district, Baltimore, committed to providing excellent creative services

Domain suggestions:
- agency34.com
- excellentarts.com
- agencyio.com
- artscreative.net
- committedmarketing.org
- excelio.co
- districtbaltimore.org",
134,dental practice,"['dentally.net', 'dentalpracticeplace.net', 'smileco.com', 'teethdentalpractice.net']",dental_practice,simple,False,4,"['dental', 'practice']",,"Generate domain name suggestions for the following business:

Business: dental practice

Domain suggestions:
- dentally.net
- dentalpracticeplace.net
- smileco.com
- teethdentalpractice.net",
410,marketing agency,"['marketingbrandcreative.com', 'creativeagency.com', 'marketingagencybrand.net']",marketing_agency,simple,False,3,"['marketing', 'agency']",,"Generate domain name suggestions for the following business:

Business: marketing agency

Domain suggestions:
- marketingbrandcreative.com
- creativeagency.com
- marketingagencybrand.net",
edge_133,"Established photography studio offering premium wedding services, expert portrait solutions, and specialized family consulting for businesses and individuals throughout Chicago and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations","['established.com', 'establishedpro.com', 'bestestablished.com']",photography_studio,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: Established photography studio offering premium wedding services, expert portrait solutions, and specialized family consulting for businesses and individuals throughout Chicago and surrounding areas, with a dedicated team of professionals committed to delivering exceptional results and exceeding customer expectations

Domain suggestions:
- established.com
- establishedpro.com
- bestestablished.com",excessive_descriptions
edge_100,कैफे,"['unknown.com', 'unknownpro.com', 'bestunknown.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: कैफे

Domain suggestions:
- unknown.com
- unknownpro.com
- bestunknown.com",non_english_elements
236,consulting firm specializing in HR,"['consultingfirmspecializing.com', '247prof.com', 'prof21.co', 'strategysanfrancisco.net', 'consultingfirmservice.com']",consulting_firm,medium,False,5,"['consulting', 'firm', 'specializing']",San Francisco,"Generate domain name suggestions for the following business:

Business: consulting firm specializing in HR

Domain suggestions:
- consultingfirmspecializing.com
- 247prof.com
- prof21.co
- strategysanfrancisco.net
- consultingfirmservice.com",
edge_83,professional services,"['professional.com', 'professionalpro.com', 'bestprofessional.com']",unknown,edge_case,True,3,,,"Generate domain name suggestions for the following business:

Business: professional services

Domain suggestions:
- professional.com
- professionalpro.com
- bestprofessional.com",ambiguous_business
648,cosmetic dental practice in Nashville,"['dentalpracticeoral.com', 'nashvilleteeth.com', 'nashvillepractice.com', 'cosme.com', 'bestprac.com']",dental_practice,medium,False,5,"['cosmetic', 'dental', 'practice', 'nashville']",Nashville,"Generate domain name suggestions for the following business:

Business: cosmetic dental practice in Nashville

Domain suggestions:
- dentalpracticeoral.com
- nashvilleteeth.com
- nashvillepractice.com
- cosme.com
- bestprac.com",
594,local restaurant offering cafe services,"['localrest.com', 'chef.com', 'cuis247.co']",restaurant,medium,False,3,"['local', 'restaurant', 'offering', 'cafe', 'services']",Phoenix,"Generate domain name suggestions for the following business:

Business: local restaurant offering cafe services

Domain suggestions:
- localrest.com
- chef.com
- cuis247.co",
edge_45,law firm specializing in litigation support,"['law.com', 'lawpro.com', 'bestlaw.com', 'firm.com']",law_firm,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: law firm specializing in litigation support

Domain suggestions:
- law.com
- lawpro.com
- bestlaw.com
- firm.com",industry_jargon
368,"We are a quality law firm in Austin specializing in immigration, known for our professional and friendly approach","['attorneyfriendly.net', 'prolega.com', 'legalprofessional.com']",law_firm,complex,False,3,"['quality', 'law', 'firm', 'austin', 'specializing', 'immigration', 'known', 'professional', 'friendly', 'approach']",Austin,"Generate domain name suggestions for the following business:

Business: We are a quality law firm in Austin specializing in immigration, known for our professional and friendly approach

Domain suggestions:
- attorneyfriendly.net
- prolega.com
- legalprofessional.com",
147,small animal veterinary clinic in community,"['labsmal.com', 'seattlepet.net', 'seattlevet.com', 'careexpress.com', 'vetclinic.net', 'clinic.co']",veterinary_clinic,medium,False,6,"['small', 'animal', 'veterinary', 'clinic', 'community']",Seattle,"Generate domain name suggestions for the following business:

Business: small animal veterinary clinic in community

Domain suggestions:
- labsmal.com
- seattlepet.net
- seattlevet.com
- careexpress.com
- vetclinic.net
- clinic.co",
83,expert retail store offering electronics services in the arts district area of Phoenix,"['phoefy.com', 'fashi0.com', 'phoenixfashion.com', 'servicesexpertdistrict.com', 'servicesphoenix.com', 'outletdistrictphoenix.com']",retail_store,complex,False,6,"['expert', 'retail', 'store', 'offering', 'electronics', 'services', 'arts', 'district', 'phoenix']",Phoenix,"Generate domain name suggestions for the following business:

Business: expert retail store offering electronics services in the arts district area of Phoenix

Domain suggestions:
- phoefy.com
- fashi0.com
- phoenixfashion.com
- servicesexpertdistrict.com
- servicesphoenix.com
- outletdistrictphoenix.com",
edge_29,IoT-integrated marketing agency leveraging big data analytics and edge computing,"['iot.com', 'iotpro.com', 'bestiot.com', 'integrated.com', 'integratedpro.com']",marketing_agency,edge_case,True,5,,,"Generate domain name suggestions for the following business:

Business: IoT-integrated marketing agency leveraging big data analytics and edge computing

Domain suggestions:
- iot.com
- iotpro.com
- bestiot.com
- integrated.com
- integratedpro.com",technical_jargon
362,photography studio specializing in newborn,"['photographystudioplus.com', 'photomy.net', 'elitespec.com', 'lenssanjose.org', 'sanjosespec.com']",photography_studio,medium,False,5,"['photography', 'studio', 'specializing', 'newborn']",San Jose,"Generate domain name suggestions for the following business:

Business: photography studio specializing in newborn

Domain suggestions:
- photographystudioplus.com
- photomy.net
- elitespec.com
- lenssanjose.org
- sanjosespec.com",
564,"established SaaS tech startup located in shopping district, Austin, committed to providing excellent SaaS services","['techstartuppro.com', 'austindist.com', 'techstartupsolution.com', 'theexce.com', 'mysolut.com']",tech_startup,complex,False,5,"['established', 'saas', 'tech', 'startup', 'shopping', 'district', 'austin', 'committed', 'providing', 'excellent', 'saas', 'services']",Austin,"Generate domain name suggestions for the following business:

Business: established SaaS tech startup located in shopping district, Austin, committed to providing excellent SaaS services

Domain suggestions:
- techstartuppro.com
- austindist.com
- techstartupsolution.com
- theexce.com
- mysolut.com",
510,photography art gallery in Charlotte,"['photographypro.com', 'creatsolutions.com', 'galleryart.com', 'artco.com', 'creativeexhibitcharlotte.com', 'exhibitart.com', 'charlottecreative.com']",art_gallery,medium,False,7,"['photography', 'art', 'gallery', 'charlotte']",Charlotte,"Generate domain name suggestions for the following business:

Business: photography art gallery in Charlotte

Domain suggestions:
- photographypro.com
- creatsolutions.com
- galleryart.com
- artco.com
- creativeexhibitcharlotte.com
- exhibitart.com
- charlottecreative.com",
214,local marketing agency offering creative services,"['creativebrandmarketing.com', 'houstonagen.com', 'servicesmarketing.com', 'bestbrand.net', 'marketingagencyexpert.com', 'offe80.com']",marketing_agency,medium,False,6,"['local', 'marketing', 'agency', 'offering', 'creative', 'services']",Houston,"Generate domain name suggestions for the following business:

Business: local marketing agency offering creative services

Domain suggestions:
- creativebrandmarketing.com
- houstonagen.com
- servicesmarketing.com
- bestbrand.net
- marketingagencyexpert.com
- offe80.com",
49,bookstore,"['bookstorebook.net', 'litgroup.net', 'literaturebookstore.com', 'readliterature.net', '247book.net']",bookstore,simple,False,5,['bookstore'],,"Generate domain name suggestions for the following business:

Business: bookstore

Domain suggestions:
- bookstorebook.net
- litgroup.net
- literaturebookstore.com
- readliterature.net
- 247book.net",
502,local roaster coffee shop in Jacksonville,"['bestmorning.com', 'smartroas.net', 'coffeeshopservice.com', 'probean.co', 'proroaste.com']",coffee_shop,medium,False,5,"['local', 'roaster', 'coffee', 'shop', 'jacksonville']",Jacksonville,"Generate domain name suggestions for the following business:

Business: local roaster coffee shop in Jacksonville

Domain suggestions:
- bestmorning.com
- smartroas.net
- coffeeshopservice.com
- probean.co
- proroaste.com",
202,jewelry retail store in Philadelphia,"['retailgroup.com', 'outlet54.io', 'storelab.com']",retail_store,medium,False,3,"['jewelry', 'retail', 'store', 'philadelphia']",Philadelphia,"Generate domain name suggestions for the following business:

Business: jewelry retail store in Philadelphia

Domain suggestions:
- retailgroup.com
- outlet54.io
- storelab.com",
345,creative marketing agency in Nashville,"['digitalcreativenashville.com', 'agencydigitalnashville.com', 'marketingnashville.com', 'agencyfy.com', 'digi247.com', 'creativenashville.com']",marketing_agency,medium,False,6,"['creative', 'marketing', 'agency', 'nashville']",Nashville,"Generate domain name suggestions for the following business:

Business: creative marketing agency in Nashville

Domain suggestions:
- digitalcreativenashville.com
- agencydigitalnashville.com
- marketingnashville.com
- agencyfy.com
- digi247.com
- creativenashville.com",
555,coffee shop specializing in artisan,"['seattleartisan.com', 'artis.com', 'coffeeshoppro.com', 'coffeely.com']",coffee_shop,medium,False,4,"['coffee', 'shop', 'specializing', 'artisan']",Seattle,"Generate domain name suggestions for the following business:

Business: coffee shop specializing in artisan

Domain suggestions:
- seattleartisan.com
- artis.com
- coffeeshoppro.com
- coffeely.com",
94,coffee shop,"['coffeeshopplus.com', 'brewbean.com', 'shopbest.com']",coffee_shop,simple,False,3,"['coffee', 'shop']",,"Generate domain name suggestions for the following business:

Business: coffee shop

Domain suggestions:
- coffeeshopplus.com
- brewbean.com
- shopbest.com",
edge_72,IoT-integrated consulting firm leveraging big data analytics and edge computing,"['iot.com', 'iotpro.com', 'bestiot.com', 'integrated.com']",consulting_firm,edge_case,True,4,,,"Generate domain name suggestions for the following business:

Business: IoT-integrated consulting firm leveraging big data analytics and edge computing

Domain suggestions:
- iot.com
- iotpro.com
- bestiot.com
- integrated.com",technical_jargon
179,"We are a expert coffee shop in San Antonio specializing in specialty, committed to providing excellent specialty services","['elitespecializing.com', 'antonioespresso.com', 'proanto.net']",coffee_shop,complex,False,3,"['expert', 'coffee', 'shop', 'san', 'antonio', 'specializing', 'specialty', 'committed', 'providing', 'excellent', 'specialty', 'services']",San Antonio,"Generate domain name suggestions for the following business:

Business: We are a expert coffee shop in San Antonio specializing in specialty, committed to providing excellent specialty services

Domain suggestions:
- elitespecializing.com
- antonioespresso.com
- proanto.net",
465,wedding photography studio in historic district,"['workshistoric.com', 'memoryly.com', 'visualstudio.com', 'prophot.com', 'phoenixcapt.com', 'phoenixphoto.net']",photography_studio,medium,False,6,"['wedding', 'photography', 'studio', 'historic', 'district']",Phoenix,"Generate domain name suggestions for the following business:

Business: wedding photography studio in historic district

Domain suggestions:
- workshistoric.com
- memoryly.com
- visualstudio.com
- prophot.com
- phoenixcapt.com
- phoenixphoto.net",
25,organic coffee shop in shopping district,"['houstonmorn.net', 'coffeeshopshopping.com', 'coffeeshopservice.com', 'shoppingcoffeeshop.com']",coffee_shop,medium,False,4,"['organic', 'coffee', 'shop', 'shopping', 'district']",Houston,"Generate domain name suggestions for the following business:

Business: organic coffee shop in shopping district

Domain suggestions:
- houstonmorn.net
- coffeeshopshopping.com
- coffeeshopservice.com
- shoppingcoffeeshop.com",
